label,width,height,bbox,place
stop,0.104687,0.45555599999999996,0.047690790972,Building_area
motorcycle,0.0804688,0.21805599999999997,0.017546704652799998,Building_area
car,0.05234370000000001,0.0888889,0.004652773914930001,Building_area
car,0.08125,0.102778,0.0083507125,Building_area
car,0.173438,0.190278,0.033001435764000005,Building_area
car,0.139844,0.666667,0.093229379948,Building_area
car,0.110937,0.166667,0.018489536979,Building_area
powerpole,0.135156,0.948611,0.128210468316,Building_area
car,0.114063,0.5,0.0570315,Market
person,0.0648438,0.35,0.022695329999999996,Market
person,0.078125,0.42083300000000007,0.03287757812500001,Market
person,0.078125,0.416667,0.032552109375,Market
powerpole,0.0765625,0.843056,0.064546475,Market
car,0.172656,0.302778,0.052276438368,Market
signboard,0.05,0.190278,0.0095139,Market
powerpole,0.0421875,0.718056,0.030292987500000004,Market
car,0.0515625,0.0805556,0.004153648125,Building_area
powerpole,0.090625,0.668056,0.060542574999999994,Building_area
car,0.0898438,0.127778,0.0114800610764,Market
car,0.379687,0.638889,0.242577847743,Market
powerpole,0.090625,0.848611,0.076905371875,Market
car,0.129688,0.20277800000000004,0.026297873264000005,Building_area
bollard,0.05625,0.161111,0.009062493750000001,Building_area
car,0.084375,0.10972200000000001,0.009257793750000002,Building_area
car,0.410937,0.355556,0.146111115972,Building_area
car,0.475,0.986111,0.46840272499999996,Building_area
burlapbag,0.202344,0.22777799999999998,0.046089511631999994,Building_area
person,0.0710938,0.331944,0.023599160347200002,Market
person,0.05625,0.316667,0.01781251875,Market
person,0.0703125,0.334722,0.023535140625000003,Market
person,0.06015620000000001,0.284722,0.0171277935764,Market
person,0.0796875,0.297222,0.023684878124999996,Market
person,0.0609375,0.277778,0.016927096875000002,Market
kickboard,0.0851562,0.140278,0.011945541423600001,Market
signboard,0.0617188,0.216667,0.013372427239599999,Market
signboard,0.0640625,0.336111,0.021532110937499998,Market
powerpole,0.10625,0.825,0.08765624999999999,Market
person,0.0671875,0.39166699999999993,0.026315126562499996,Market
person,0.071875,0.4055560000000001,0.029149337500000004,Market
person,0.0828125,0.4,0.033125,Market
signboard,0.0453125,0.156944,0.007111525,Market
signboard,0.121094,0.525,0.06357435,Market
powerpole,0.065625,0.736111,0.048307284375,Market
car,0.053125,0.0875,0.0046484375,Building_area
powerpole,0.0820312,0.666667,0.054687494010399997,Building_area
car,0.349219,0.45416699999999993,0.15860374557299997,Market
powerpole,0.05859380000000001,0.694444,0.040690112847200005,Market
signboard,0.053125,0.175,0.009296875,Market
powerpole,0.0945313,0.988889,0.0934809627257,Market
person,0.0726563,0.35,0.025429704999999997,Market
person,0.0640625,0.39305599999999996,0.025180149999999995,Market
person,0.071875,0.395833,0.028450496875,Market
powerpole,0.0773437,0.75,0.058007775,Market
car,0.1,0.0930556,0.009305560000000001,Building_area
car,0.121094,0.329167,0.039860148697999996,Building_area
car,0.0640625,0.0861111,0.005516492343749999,Building_area
bollard,0.0484375,0.143056,0.0069292749999999995,Building_area
car,0.14375,0.161111,0.02315970625,Building_area
car,0.157813,0.123611,0.019507422743000002,Building_area
signboard,0.0648438,0.304167,0.0197233441146,Market
signboard,0.0703125,0.272222,0.019140609375000003,Market
car,0.182031,0.20833299999999996,0.037923064322999994,Market
powerpole,0.0484375,0.644444,0.03121525625,Market
signboard,0.05703129999999999,0.205556,0.011723125902799997,Market
signboard,0.0796875,0.259722,0.020696596875,Market
person,0.06015620000000001,0.438889,0.026401894461800003,Market
person,0.0703125,0.277778,0.019531265625000002,Market
person,0.0984375,0.4,0.039375,Market
car,0.188281,0.288889,0.054392309809000006,Market
powerpole,0.065625,0.6875,0.0451171875,Market
car,0.129688,0.0944444,0.012248305347199999,Market
car,0.160156,0.186111,0.029806793316,Market
powerpole,0.151562,1.0,0.151562,Market
car,0.0453125,0.0722222,0.0032725684374999998,Building_area
car,0.0492188,0.09583330000000001,0.00471680002604,Building_area
car,0.307813,0.429167,0.132103181771,Building_area
signboard,0.0921875,0.39166699999999993,0.0361068015625,Market
car,0.078125,0.155556,0.0121528125,Market
car,0.374219,0.40277799999999997,0.150727180382,Market
powerpole,0.06875,0.656944,0.0451649,Market
car,0.20156199999999996,0.498611,0.10050103038199999,Building_area
car,0.10390600000000001,0.152778,0.015874550868000003,Building_area
powerpole,0.108594,0.883333,0.095924663802,Building_area
motorcycle,0.0703125,0.143056,0.010058625,Building_area
signboard,0.0421875,0.136111,0.005742182812500001,Market
powerpole,0.157031,1.0,0.157031,Market
powerpole,0.125,0.969444,0.1211805,Market
powerpole,0.125,0.9958329999999999,0.12447912499999998,Market
car,0.164062,0.145833,0.023925653646,Building_area
car,0.0703125,0.120833,0.0084960703125,Building_area
car,0.24375,0.368056,0.08971364999999999,Building_area
car,0.103125,0.111111,0.011458321875,Building_area
car,0.134375,0.147222,0.019782956249999997,Building_area
car,0.08125,0.145833,0.01184893125,Market
person,0.0703125,0.3708330000000001,0.026074195312500006,Market
person,0.0695312,0.377778,0.0262673576736,Market
person,0.104687,0.377778,0.039548445486,Market
person,0.06875,0.286111,0.01967013125,Market
person,0.053125,0.291667,0.015494809375,Market
person,0.0703125,0.315278,0.022167984375,Market
signboard,0.0695312,0.238889,0.0166102388368,Market
signboard,0.11171899999999998,0.448611,0.050118372308999994,Market
signboard,0.0421875,0.138889,0.005859379687500001,Market
signboard,0.05859380000000001,0.259722,0.015218098923600003,Market
person,0.0796875,0.359722,0.028665346874999997,Market
powerpole,0.0390625,0.513889,0.0200737890625,Market
motorcycle,0.0804688,0.22777799999999998,0.018329022326399998,Market
tree,0.120312,0.19305600000000003,0.023226953472000003,Market
powerpole,0.154687,0.9444440000000001,0.146093209028,Market
person,0.0960938,0.525,0.050449245,Market
person,0.10390600000000001,0.525,0.054550650000000006,Market
signboard,0.06015620000000001,0.216667,0.013033863385400002,Market
stop,0.0796875,0.23611100000000002,0.0188150953125,Market
car,0.386719,0.569444,0.22021481423599998,Market
signboard,0.0710938,0.297222,0.021130641423599997,Market
car,0.351562,0.530556,0.186523328472,Market
signboard,0.096875,0.458333,0.044401009375,Market
powerpole,0.151562,0.95,0.1439839,Market
car,0.11171899999999998,0.125,0.013964874999999998,Building_area
powerpole,0.1,0.7513890000000001,0.07513890000000001,Building_area
car,0.129688,0.09583330000000001,0.012428429010400002,Market
powerpole,0.110156,0.9652779999999999,0.10633116336799998,Market
person,0.06875,0.347222,0.0238715125,Market
person,0.0671875,0.4055560000000001,0.027248293750000003,Market
person,0.071875,0.4055560000000001,0.029149337500000004,Market
powerpole,0.0679687,0.8361110000000002,0.056829377725700014,Market
car,0.084375,0.130556,0.0110156625,Building_area
car,0.139062,0.241667,0.033606696353999994,Market
car,0.29375,0.325,0.09546875,Market
powerpole,0.0617188,0.6375,0.03934573499999999,Market
person,0.0453125,0.211111,0.0095659671875,Market
person,0.0929687,0.377778,0.0351215295486,Market
person,0.0742188,0.35833300000000007,0.026595045260400005,Market
person,0.0765625,0.3708330000000001,0.02839190156250001,Market
car,0.1125,0.165278,0.018593775,Market
person,0.071875,0.380556,0.027352462499999997,Market
person,0.078125,0.40277799999999997,0.03146703125,Market
person,0.0984375,0.39861099999999994,0.03923827031249999,Market
signboard,0.0765625,0.2375,0.01818359375,Market
signboard,0.0554687,0.223611,0.012403411475700002,Market
signboard,0.139062,0.691667,0.096184596354,Market
person,0.0679687,0.3125,0.02124021875,Market
person,0.05625,0.325,0.018281250000000002,Market
person,0.05625,0.3,0.016875,Market
chair,0.06875,0.144444,0.009930525,Market
car,0.277344,0.558333,0.15485030755199997,Market
signboard,0.0695312,0.380556,0.026460515347200002,Market
signboard,0.123438,0.604167,0.074577166146,Market
powerpole,0.16875,1.0,0.16875,Market
person,0.06875,0.330556,0.022725725000000002,Market
person,0.05859380000000001,0.327778,0.019205758576400004,Market
person,0.0640625,0.352778,0.022599840624999996,Market
signboard,0.05,0.166667,0.008333350000000002,Market
signboard,0.096875,0.4680560000000001,0.045342925000000006,Market
person,0.06875,0.38888899999999993,0.026736118749999996,Market
person,0.110156,0.3791669999999999,0.04176752005199999,Market
person,0.0820312,0.40416700000000005,0.0331543040104,Market
car,0.403125,0.480556,0.1937241375,Market
signboard,0.065625,0.240278,0.01576824375,Market
signboard,0.0757812,0.384722,0.029154694826400002,Market
powerpole,0.120312,0.875,0.105273,Market
signboard,0.178125,0.629167,0.112070371875,Market
signboard,0.0796875,0.5,0.03984375,Market
car,0.48515600000000003,0.991667,0.481113195052,Building_area
car,0.0921875,0.09166669999999999,0.00845052390625,Building_area
burlapbag,0.2875,0.286111,0.0822569125,Building_area
signboard,0.0984375,0.397222,0.039101540625,Market
person,0.11953100000000001,0.394444,0.04714828576400001,Market
person,0.0625,0.241667,0.0151041875,Market
person,0.0851562,0.366667,0.0312239683854,Market
person,0.084375,0.39861099999999994,0.033632803125,Market
car,0.134375,0.197222,0.02650170625,Market
car,0.053125,0.0930556,0.00494357875,Building_area
powerpole,0.0921875,0.716667,0.0660677390625,Building_area
signboard,0.0757812,0.343056,0.025997195347200006,Market
signboard,0.0835937,0.309722,0.025890807951400002,Market
signboard,0.0640625,0.268056,0.0171723375,Market
signboard,0.110937,0.47083299999999995,0.05223280052099999,Market
signboard,0.0851562,0.41111099999999995,0.035008650538199994,Market
stop,0.271875,0.6625,0.18011718749999997,Market
stop,0.234375,0.706944,0.16569,Market
person,0.0726563,0.4,0.029062519999999998,Market
person,0.06875,0.381944,0.02625865,Market
person,0.10625,0.386111,0.041024293749999996,Market
signboard,0.0703125,0.336111,0.023632804687499998,Market
signboard,0.0484375,0.180556,0.00874568125,Market
signboard,0.0992187,0.38888899999999993,0.038585061024299996,Market
signboard,0.0625,0.254167,0.0158854375,Market
signboard,0.0609375,0.243056,0.014811224999999999,Market
signboard,0.145313,0.547222,0.079518470486,Market
person,0.0984375,0.39861099999999994,0.03923827031249999,Market
signboard,0.059375,0.215278,0.012782131249999999,Market
signboard,0.0960938,0.366667,0.0352344253646,Market
car,0.0890625,0.136111,0.0121223859375,Building_area
person,0.075,0.40416700000000005,0.030312525000000003,Market
tree,0.0828125,0.1625,0.01345703125,Market
powerpole,0.0859375,0.7152779999999999,0.06146920312499999,Market
signboard,0.0484375,0.169444,0.008207443750000001,Market
signboard,0.071875,0.323611,0.023259540625,Market
car,0.189844,0.147222,0.027949213368,Market
car,0.24531200000000003,0.276389,0.06780153836800001,Market
person,0.0898438,0.318056,0.0285753596528,Market
person,0.05859380000000001,0.284722,0.0166829439236,Market
car,0.273438,0.422222,0.115451539236,Market
signboard,0.05,0.186111,0.009305550000000001,Market
motorcycle,0.285156,0.395833,0.112874154948,Market
signboard,0.065625,0.255556,0.0167708625,Market
signboard,0.10390600000000001,0.538889,0.055993800434,Market
motorcycle,0.05,0.075,0.00375,Market
powerpole,0.09375,0.741667,0.06953128125,Market
car,0.2125,0.23611100000000002,0.050173587500000005,Market
powerpole,0.0484375,0.659722,0.031955284375000004,Market
powerpole,0.0625,0.684722,0.042795125,Market
car,0.06875,0.0833333,0.005729164375000001,Building_area
car,0.173438,0.19305600000000003,0.033483246528000006,Building_area
burlapbag,0.224219,0.40416700000000005,0.09062192057300002,Building_area
car,0.065625,0.1,0.006562500000000001,Building_area
car,0.728125,0.741667,0.540026284375,Building_area
car,0.514063,0.601389,0.309151833507,Market
signboard,0.0671875,0.272222,0.018289915625,Market
powerpole,0.0703125,0.747222,0.052539046875,Market
person,0.059375,0.327778,0.01946181875,Market
person,0.0945313,0.336111,0.0317730097743,Market
person,0.0648438,0.341667,0.022154986614599997,Market
car,0.053125,0.0805556,0.0042795162500000004,Building_area
powerpole,0.0921875,0.663889,0.0612022671875,Building_area
car,0.075,0.0986111,0.0073958324999999995,Building_area
bollard,0.053125,0.152778,0.008116331249999999,Building_area
car,0.251563,0.24583300000000002,0.061842486979,Building_area
car,0.286719,0.295833,0.084820941927,Building_area
car,0.05,0.0833333,0.004166665,Building_area
powerpole,0.08125,0.679167,0.05518231875,Building_area
car,0.1875,0.695833,0.1304686875,Building_area
bollard,0.0453125,0.161111,0.0073003421875,Building_area
stop,0.10390600000000001,0.390278,0.04055222586800001,Building_area
bicycle,0.090625,0.105556,0.0095660125,Building_area
motorcycle,0.151562,0.179167,0.027154908853999998,Building_area
car,0.791406,0.547222,0.433074774132,Building_area
car,0.115625,0.0888889,0.0102777790625,Building_area
car,0.39375,0.768056,0.30242205,Market
car,0.184375,0.286111,0.052751715625,Market
powerpole,0.0609375,0.680556,0.04147138125,Market
person,0.078125,0.383333,0.029947890624999998,Market
person,0.0679687,0.40416700000000005,0.027470705572900007,Market
person,0.06875,0.386111,0.02654513125,Market
chair,0.142188,0.341667,0.048580947396,Market
car,0.11875,0.383333,0.045520793749999997,Market
car,0.260938,0.394444,0.10292542847200001,Market
signboard,0.05234370000000001,0.18333300000000002,0.009596327552100003,Market
signboard,0.170312,0.541667,0.09225239010399999,Market
powerpole,0.0984375,0.7736110000000002,0.07615233281250001,Market
car,0.0640625,0.166667,0.0106771046875,Building_area
car,0.5125,0.45138899999999993,0.23133686249999993,Building_area
car,0.103125,0.105556,0.010885462499999998,Building_area
bollard,0.05234370000000001,0.161111,0.008433145850700001,Building_area
car,0.134375,0.158333,0.021275996874999998,Building_area
car,0.196094,0.170833,0.033499326302000004,Building_area
car,0.20625,0.176389,0.03638023125,Building_area
car,0.05,0.09166669999999999,0.004583335,Building_area
car,0.151562,0.252778,0.038311539236,Building_area
car,0.246875,0.2125,0.0524609375,Building_area
car,0.0554687,0.0875,0.00485351125,Building_area
powerpole,0.08125,0.695833,0.056536431250000005,Building_area
signboard,0.0828125,0.341667,0.0282942984375,Market
signboard,0.075,0.295833,0.022187475,Market
stop,0.148438,0.452778,0.067209460764,Market
car,0.0695312,0.075,0.00521484,Building_area
car,0.345313,0.490278,0.16929936701399997,Building_area
burlapbag,0.110937,0.119444,0.013250759027999999,Building_area
stop,0.21406200000000003,0.829167,0.17749314635400001,Building_area
motorcycle,0.05,0.0805556,0.004027780000000001,Market
powerpole,0.096875,0.766667,0.074270865625,Market
person,0.0890625,0.305556,0.02721358125,Market
person,0.0664062,0.316667,0.0210286521354,Market
person,0.0515625,0.295833,0.0152538890625,Market
chair,0.065625,0.0972222,0.006380206875,Market
car,0.315625,0.991667,0.312994896875,Building_area
car,0.0796875,0.0833333,0.0066406223437499995,Building_area
car,0.1125,0.108333,0.0121874625,Building_area
burlapbag,0.15,0.383333,0.057499949999999994,Building_area
person,0.0742188,0.366667,0.027213584739600002,Market
person,0.05,0.194444,0.0097222,Market
person,0.110156,0.375,0.0413085,Market
person,0.08125,0.352778,0.0286632125,Market
car,0.10625,0.152778,0.016232662499999998,Market
signboard,0.0460938,0.143056,0.006593994652799999,Market
signboard,0.053125,0.20833299999999996,0.011067690624999998,Market
powerpole,0.04375,0.705556,0.030868074999999995,Market
car,0.06015620000000001,0.0944444,0.00568141621528,Building_area
car,0.115625,0.170833,0.019752565625000003,Building_area
powerpole,0.15625,1.0,0.15625,Building_area
car,0.22343799999999997,0.145833,0.03258463385399999,Building_area
powerpole,0.090625,0.758333,0.068723928125,Building_area
car,0.0609375,0.0847222,0.005162759062499999,Building_area
car,0.05625,0.0805556,0.0045312525,Building_area
car,0.0921875,0.115278,0.010627190625000001,Building_area
car,0.271875,0.233333,0.063437409375,Building_area
burlapbag,0.20546899999999998,0.293056,0.06021392326399999,Building_area
person,0.0921875,0.4,0.036875000000000005,Market
person,0.0796875,0.373611,0.0297721265625,Market
car,0.14375,0.216667,0.031145881249999997,Market
signboard,0.053125,0.20277800000000004,0.010772581250000001,Market
signboard,0.121875,0.623611,0.076002590625,Market
car,0.0796875,0.123611,0.009850251562499999,Building_area
car,0.472656,0.733333,0.34661424244800004,Building_area
burlapbag,0.157813,0.1875,0.029589937500000003,Building_area
person,0.05,0.316667,0.01583335,Market
person,0.0515625,0.330556,0.01704429375,Market
person,0.0640625,0.343056,0.021977025,Market
car,0.046875,0.0875,0.004101562499999999,Building_area
car,0.0609375,0.0833333,0.0050781229687499995,Building_area
car,0.160938,0.127778,0.020564335764,Building_area
car,0.2625,0.25,0.065625,Building_area
car,0.301562,0.46388900000000005,0.139891294618,Market
signboard,0.0992187,0.291667,0.028938820572900002,Market
car,0.289062,0.318056,0.091937903472,Building_area
car,0.121094,0.180556,0.021864248264,Building_area
car,0.104687,0.0902778,0.009450912048600001,Building_area
powerpole,0.115625,0.991667,0.114661496875,Building_area
car,0.839063,0.593056,0.49761134652800004,Building_area
bollard,0.0390625,0.147222,0.0057508593749999995,Building_area
car,0.471094,0.772222,0.363789150868,Building_area
motorcycle,0.0429688,0.147222,0.0063259526736,Building_area
bicycle,0.090625,0.0986111,0.008936630937499999,Building_area
motorcycle,0.14375,0.161111,0.02315970625,Building_area
person,0.065625,0.334722,0.021966131250000003,Market
person,0.065625,0.363889,0.023880215625000003,Market
stop,0.0679687,0.205556,0.013971374097200001,Market
powerpole,0.059375,0.694444,0.041232612499999995,Market
person,0.0953125,0.41944400000000004,0.039978256250000004,Market
person,0.065625,0.41111099999999995,0.026979159375,Market
powerpole,0.0890625,0.820833,0.0731054390625,Market
car,0.0984375,0.438889,0.0432031359375,Building_area
bicycle,0.140625,0.144444,0.0203124375,Building_area
stop,0.121875,0.498611,0.060768215625000004,Building_area
car,0.440625,0.4416669999999999,0.19460952187499997,Residential_area
car,0.428125,0.436111,0.186710021875,Residential_area
person,0.0703125,0.195833,0.0137695078125,Market
car,0.179688,0.279167,0.050162959895999996,Market
person,0.06875,0.279167,0.01919273125,Market
person,0.0554687,0.291667,0.0161783893229,Market
tree,0.08125,0.18333300000000002,0.014895806250000003,Market
car,0.0664062,0.102778,0.0068250964236,Market
powerpole,0.0429688,0.8986110000000002,0.038612236336800006,Market
person,0.1375,0.601389,0.0826909875,Market
person,0.0695312,0.318056,0.0221148153472,Market
motorcycle,0.146875,0.533333,0.07833328437499999,Market
car,0.0757812,0.115278,0.008735905173600001,Market
car,0.182812,0.1625,0.029706950000000003,Market
powerpole,0.0414063,0.643056,0.026626569652799997,Market
powerpole,0.05,0.672222,0.0336111,Market
car,0.0484375,0.0777778,0.0037673621874999997,Residential_area
car,0.0796875,0.216667,0.017265651562499998,Residential_area
car,0.0875,0.0875,0.007656249999999999,Residential_area
car,0.389844,0.883333,0.34436207005200004,Residential_area
powerpole,0.05625,0.934722,0.0525781125,Residential_area
car,0.0710938,0.127778,0.0090842235764,Market
person,0.178125,0.572222,0.10192704375,Market
car,0.339844,0.422222,0.14348961336799998,Market
person,0.149219,0.627778,0.09367640538199999,Market
bollard,0.13125,0.627778,0.0823958625,Market
car,0.294531,0.36111100000000007,0.10635838394100001,Market
powerpole,0.0398437,0.576389,0.022965470399300005,Market
powerpole,0.0476562,0.627778,0.0299175139236,Market
car,0.22109399999999998,0.322222,0.071241350868,Market
powerpole,0.040625,0.4694439999999999,0.0190711625,Market
powerpole,0.0859375,0.7541670000000001,0.06481122656250002,Market
person,0.0625,0.684722,0.042795125,Market
person,0.161719,0.672222,0.108711069618,Market
signboard,0.145313,0.605556,0.087995159028,Market
person,0.0578125,0.263889,0.0152560828125,Market
person,0.059375,0.241667,0.014348978124999998,Market
car,0.21718699999999996,0.330556,0.071792465972,Market
person,0.139062,0.42083300000000007,0.058521878646,Market
person,0.08125,0.416667,0.033854193750000004,Market
person,0.0804688,0.41944400000000004,0.0337521553472,Market
car,0.342969,0.294444,0.100985164236,Market
powerpole,0.0867188,0.573611,0.0497428575868,Market
car,0.0734375,0.380556,0.027947081250000002,Residential_area
car,0.303125,0.222222,0.06736104375,Residential_area
bollard,0.0429688,0.147222,0.0063259526736,Residential_area
bollard,0.04375,0.145833,0.006380193749999999,Residential_area
car,0.210156,0.168056,0.035317976736000005,Residential_area
powerpole,0.209375,1.0,0.209375,Residential_area
person,0.09375,0.516667,0.04843753125,Market
car,0.198437,0.309722,0.061460304514,Market
car,0.121875,0.475,0.057890624999999994,Residential_area
car,0.0890625,0.198611,0.0176887921875,Residential_area
bollard,0.11875,0.475,0.05640625,Residential_area
car,0.096875,0.0722222,0.0069965256250000005,Residential_area
person,0.059375,0.268056,0.015915825,Residential_area
person,0.0976562,0.40277799999999997,0.03933376892359999,Market
person,0.0390625,0.223611,0.0087348046875,Market
person,0.0453125,0.20833299999999996,0.009440089062499999,Market
tree,0.0390625,0.130556,0.00509984375,Market
car,0.06875,0.116667,0.008020856250000001,Market
motorcycle,0.0609375,0.09583330000000001,0.005839841718750001,Market
powerpole,0.05625,0.719444,0.040468725,Market
powerpole,0.10703100000000002,0.713889,0.07640825355900001,Market
powerpole,0.0703125,0.706944,0.049707,Market
bollard,0.0648438,0.190278,0.0123383485764,Market
car,0.254687,0.22777799999999998,0.058012095486,Market
powerpole,0.0554687,0.7,0.03882809,Market
powerpole,0.071875,0.7375,0.0530078125,Market
bollard,0.0453125,0.190278,0.008621971875,Residential_area
car,0.084375,0.119444,0.010078087500000001,Residential_area
car,0.285937,0.994444,0.28434833402799997,Residential_area
car,0.192969,0.152778,0.029481417882,Residential_area
car,0.125,0.7569440000000001,0.09461800000000001,Market
car,0.0742188,0.0708333,0.00525716252604,Market
car,0.0796875,0.0902778,0.0071940121874999995,Market
person,0.155469,0.708333,0.110123823177,Market
car,0.0546875,0.0861111,0.00470920078125,Residential_area
car,0.103125,0.0888889,0.0091666678125,Residential_area
car,0.3375,0.543056,0.1832814,Residential_area
car,0.0453125,0.188889,0.008559032812499999,Residential_area
